Year,ID,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2021,93839,Holland Woods, PG ,NULL,arizona state,NULL,Pacific-12,NULL
2021,46055636,Joseph Yesufu, PG ,NULL,drake,kansas,Missouri Valley,Big 12
2021,88237,Oscar Tshiebwe, PF ,0.9888,west virginia,kentucky,Big 12,SEC
2021,46035552,Earl Timberlake, SF ,0.9878,miami,memphis,ACC,American Athletic
2021,85006,Taeshon Cherry, SF ,0.9873,arizona state,NULL,Pacific-12,NULL
2021,46036360,Jaemyn Brakefield, PF ,0.9846,duke,ole miss,ACC,SEC
2021,46035883,Addison Patterson, SF ,0.9842,oregon,nevada,Pacific-12,Mountain West
2021,85995,Gerald Liddell, SF ,0.9820,texas,alabama state,Big 12,SWAC
2021,45572993,Omar Payne, PF ,0.9818,florida,illinois,SEC,Big Ten
2021,22013,DJ Harvey, SF ,0.9817,vanderbilt,detroit,SEC,Horizon
2021,46047725,Henry Coleman, SF ,0.9808,duke,NULL,ACC,NULL
2021,84187,DJ Jeffries, SF ,0.9801,memphis,mississippi state,American Athletic,SEC
2021,88167,Savion Flagg, SF ,0.9791,texas am,sam houston state,SEC,Southland
2021,46048833,Tristan Enaruna, SF ,0.9763,kansas,iowa state,Big 12,Big 12
2021,46048763,Cam'Ron Fletcher, SF ,0.9760,kentucky,florida state,SEC,ACC
2021,45572930,Greg Gantt, SF ,0.9743,providence,north carolina state,Big East,ACC
2021,93039,Christian Brown, SF ,0.9730,georgia,tennessee state,SEC,Ohio Valley
2021,86052,Nate Reuvers, PF ,0.9723,wisconsin,NULL,Big Ten,NULL
2021,46035656,Corey Walker, PF ,0.9703,tennessee,NULL,SEC,NULL
2021,46055772,RaeQuan Battle, SF ,0.9693,washington,montana state,Pacific-12,Big Sky
2021,86004,J'Raan Brooks, PF ,0.9693,washington,NULL,Pacific-12,NULL
2021,46043234,Tre Mitchell, PF ,0.9673,massachusetts,NULL,Atlantic 10,NULL
2021,46049900,Matt Cross, SF ,0.9658,miami,louisville,ACC,ACC
2021,85569,Chandler Lawson, PF ,0.9613,oregon,memphis,Pacific-12,American Athletic
2021,46086342,Jordan Geronimo, SF ,0.9611,indiana,indiana,Big Ten,Big Ten
2021,85264,Hameir Wright, PF ,0.9595,washington,NULL,Pacific-12,NULL
2021,46084339,Olivier-Maxence Prosper, PF ,0.9582,clemson,marquette,ACC,Big East
2021,46057654,Toumani Camara, PF ,0.9557,georgia,dayton,SEC,Atlantic 10
2021,46102370,Pavlo Dziuba, PF ,0.9552,arizona state,NULL,Pacific-12,NULL
2021,46036683,Matt Bradley, SF ,0.9465,california,san diego state,Pacific-12,Mountain West
2021,87233,Miller Kopp, SF ,0.9449,northwestern,indiana,Big Ten,Big Ten
2021,79497,Tristan Clark, PF ,0.9416,baylor,NULL,Big 12,NULL
2021,91650,Timmy Allen, SF ,0.9369,utah,texas,Pacific-12,Big 12
2021,46057652,Tari Eason, PF ,0.9335,cincinnati,lsu,American Athletic,SEC
2021,46054535,Dylan Disu, PF ,0.9315,vanderbilt,texas,SEC,Big 12
2021,86134,Brady Manek, PF ,0.9303,oklahoma,north carolina,Big 12,ACC
2021,46049423,Woody Newton, PF ,0.9285,syracuse,oklahoma state,ACC,Big 12
2021,46046798,Tyreek Smith, PF ,0.9272,texas tech,oklahoma state,Big 12,Big 12
2021,46041939,Emanuel Miller, PF ,0.9270,texas am,NULL,SEC,NULL
2021,86100,Lance Thomas, PF ,0.9269,memphis,south alabama,American Athletic,Sun Belt
2021,46055287,Victor Iwuakor, PF ,0.9255,oklahoma,unlv,Big 12,Mountain West
2021,46036729,Diante Smith, SF ,0.9250,tcu,south alabama,Big 12,Sun Belt
2021,85998,Ethan Henderson, PF ,0.9217,arkansas,texas am,SEC,SEC
2021,79998,Garrison Brooks, PF ,0.9216,north carolina,mississippi state,ACC,SEC
2021,93793,Thomas Kithier, PF ,0.9213,michigan state,valparaiso,Big Ten,Missouri Valley
2021,46035743,Christian Bishop, SF ,0.9211,creighton,texas,Big East,Big 12
2021,90026,Race Thompson, PF ,0.9210,indiana,indiana,Big Ten,Big Ten
2021,46043161,Daniel Ramsey, PF ,0.9208,xavier,tennessee tech,Big East,Ohio Valley
2021,46051649,Terren Frank, PF ,0.9176,tcu,vanderbilt,Big 12,SEC
2021,46084584,Yvan Ouedraogo, PF ,0.9161,nebraska,NULL,Big Ten,NULL
2021,86131,Jamal Cain, SF ,0.9139,marquette,oakland,Big East,Horizon
2021,45573275,Dudley Blackwell, SF ,0.9135,iowa state,NULL,Big 12,NULL
2021,94640,Emmitt Matthews Jr., SF ,0.9112,west virginia,NULL,Big 12,NULL
2021,46047635,Darlinstone Dubar, SF ,0.9109,iowa state,hofstra,Big 12,CAA
2021,94628,Musa Jallow, SF ,0.9101,ohio state,NULL,Big Ten,NULL
2021,46048880,Shon Robinson, PF ,0.9025,ole miss,NULL,SEC,NULL
2021,46058046,Tibet Gorener, SF ,0.8995,arizona,NULL,Pacific-12,NULL
2021,84655,Jarvis Omersa, PF ,0.8975,minnesota,NULL,Big Ten,NULL
2021,79602,Alfred Hollins, SF ,0.8930,oregon state,NULL,Pacific-12,NULL
2021,46055170,Drew Pember, PF ,0.8919,tennessee,unca,SEC,Big South
2021,46101092,Esahia Nyiwe, PF ,0.8900,texas tech,NULL,Big 12,NULL
2021,46057442,Keondre Montgomery, SF ,0.8892,mississippi state,alcorn state,SEC,SWAC
2021,46043232,Davonte Gaines, SF ,0.8875,tennessee,george mason,SEC,Atlantic 10
2021,86098,Ethan Chargois, PF ,0.8872,smu,NULL,American Athletic,NULL
2021,46038493,Seth Lundy, SF ,0.8868,penn state,penn state,Big Ten,Big Ten
2021,86270,KJ Buffen, PF ,0.8861,ole miss,NULL,SEC,NULL
2021,46054839,Justin McKoy, SF ,0.8848,virginia,north carolina,ACC,ACC
2021,46041326,CJ Felder, PF ,0.8824,boston college,florida,ACC,SEC
2021,46081261,Trey Wade, SF ,0.8800,wichita state,NULL,American Athletic,NULL
2021,46045123,Madut Akec, SF ,0.8800,south florida,NULL,American Athletic,NULL
2021,46043223,Zondrick Garrett, PF ,0.8800,south alabama,NULL,Sun Belt,NULL
2021,46083378,Kendall Lewis, SF ,0.8800,appalachian state,NULL,Sun Belt,NULL
2021,77558,Theo John, PF ,0.8793,marquette,duke,Big East,ACC
2021,83856,Scott Spencer, SF ,0.8773,la salle,tulane,Atlantic 10,American Athletic
2021,75362,Kevin Marfo, PF ,0.8755,texas am,NULL,SEC,NULL
2021,46094685,Osayi Osifo, PF ,0.8728,florida,jacksonville,SEC,Atlantic Sun
2021,46094733,Ahmad Rand, PF ,0.8728,memphis,NULL,American Athletic,NULL
2021,46057563,Akol Arop, SF ,0.8723,nebraska,NULL,Big Ten,NULL
2021,81935,Kevin Easley, SF ,0.8710,tcu,NULL,Big 12,NULL
2021,93820,Paul Atkinson, PF ,0.8700,yale,notre dame,Ivy,ACC
2021,46036715,Cobie Barnes, SF ,0.8700,indiana state,NULL,Missouri Valley,NULL
2021,89290,Kris Monroe, SF ,0.8681,providence,NULL,Big East,NULL
2021,45572398,JoJo Toppin, SF ,0.8678,georgia state,NULL,Sun Belt,NULL
2021,46043135,Joel Soriano, PF ,0.8678,fordham,NULL,Atlantic 10,NULL
2021,46049440,Ronnie DeGray, PF ,0.8678,massachusetts,NULL,Atlantic 10,NULL
2021,93879,Jaylen Butz, PF ,0.8631,depaul,NULL,Big East,NULL
2021,46058877,Javon Franklin, SF ,0.8628,auburn,south alabama,SEC,Sun Belt
2021,46040056,Jayden Gardner, PF ,0.8600,east carolina,virginia,American Athletic,ACC
2021,39733,Terrell Brown, PF ,0.8585,pittsburgh,NULL,ACC,NULL
2021,46042909,Dimon Carrigan, PF ,0.8578,florida international,NULL,Conference USA,NULL
2021,46059378,David Didenko, PF ,0.8578,georgia tech,NULL,ACC,NULL
2021,46058627,A.J. Taylor, SF ,0.8556,north carolina state,NULL,ACC,NULL
2021,46040934,Rashun Williams, SF ,0.8556,south florida,NULL,American Athletic,NULL
2021,45572917,John Bol Ajak, PF ,0.8535,syracuse,NULL,ACC,NULL
2021,85108,Everett Ray, PF ,0.8530,smu,NULL,American Athletic,NULL
2021,79603,Myles Johnson, PF ,0.8519,rutgers,NULL,Big Ten,NULL
2021,46079055,James Jean-Marie, SF ,0.8517,hawaii,NULL,Big West,NULL
2021,75889,Steffon Mitchell, SF ,0.8500,boston college,NULL,ACC,NULL
2021,46047157,Patrick Kelly, SF ,0.8410,penn state,fordham,Big Ten,Atlantic 10
2021,46044467,De'Sean Allen-Eikens, SF ,0.8400,north dakota,NULL,Summit,NULL
2021,79504,Robby Robinson, PF ,0.8333,nevada,NULL,Mountain West,NULL
2021,46046893,Isaih Moore, PF ,0.8278,saint johns,NULL,Big East,NULL
2021,46059011,Antonio Gordon, PF ,0.8278,kansas state,NULL,Big 12,NULL
2021,46050003,Markeese Hastings, SF ,0.8228,butler,western michigan,Big East,Mid-American
2021,94597,Jerome Desrosiers, PF ,0.8220,princeton,NULL,Ivy,NULL
2021,46054601,Gerald Drumgoole, SF ,0.8114,pittsburgh,NULL,ACC,NULL
2021,46038895,Trent Buttrick, PF ,0.8033,penn state,massachusetts,Big Ten,Atlantic 10
2021,81175,Clashon Gaffney, SF ,0.7998,NULL,NULL,NULL,NULL
2021,91956,Bitumba Baruti, PF ,0.7900,east carolina,florida atlantic,American Athletic,Conference USA
2021,94337,John Harrar, PF ,0.7631,penn state,penn state,Big Ten,Big Ten
2021,46115765,Kim Aiken, SF ,NULL,eastern washington,washington state,Big Sky,Pacific-12
2021,46056260,Cade Alger, SF ,NULL,seattle,san diego state,WAC,Mountain West
2021,46100478,Bernie Andre, SF ,NULL,vermont,florida international,America East,Conference USA
2021,94216,E.J. Anosike, PF ,NULL,tennessee,NULL,SEC,NULL
2021,46076800,Chase Barrs, PF ,NULL,western michigan,NULL,Mid-American,NULL
2021,46076851,Jamison Battle, SF ,NULL,george washington,minnesota,Atlantic 10,Big Ten
2021,93645,Jimmy Boeheim, SF ,NULL,cornell,NULL,Ivy,NULL
2021,46057687,AJ Bramah, SF ,NULL,robert morris,arizona state,Northeast,Pacific-12
2021,46035823,Randy Brumant, SF ,NULL,columbia,NULL,Ivy,NULL
2021,46080204,Brandton Chatfield, PF ,NULL,washington state,NULL,Pacific-12,NULL
2021,46114673,Donovan Clay, PF ,NULL,valparaiso,missouri state,Missouri Valley,Missouri Valley
2021,46036508,Matt DeWolf, PF ,NULL,brown,NULL,Ivy,NULL
2021,93701,Danilo Djuricic, PF ,NULL,harvard,NULL,Ivy,NULL
2021,46114949,Parker Fox, SF ,NULL,minnesota,NULL,Big Ten,NULL
2021,46046378,Tanner Groves, SF ,NULL,eastern washington,NULL,Big Sky,NULL
2021,45573389,Noah Gurley, SF ,NULL,furman,alabama,Southern,SEC
2021,46101330,Cameron Holden, SF ,NULL,tennessee martin,NULL,Ohio Valley,NULL
2021,46083703,Donovan Ivory, SF ,NULL,boise state,NULL,Mountain West,NULL
2021,46083703,Donovan Ivory, SF ,NULL,boise state,NULL,Mountain West,NULL
2021,46115625,Bates Jones, SF ,NULL,davidson,duke,Atlantic 10,ACC
2021,75449,Chris Knight, PF ,NULL,dartmouth,loyola,Ivy,Missouri Valley
2021,46049380,Kur Kuath, SF ,NULL,oklahoma,NULL,Big 12,NULL
2021,46054360,Aljaz Kunc, SF ,NULL,washington state,iowa state,Pacific-12,Big 12
2021,46053960,Arkel Lamar, SF ,NULL,umbc,NULL,America East,NULL
2021,46100983,Drew LaMont, PF ,NULL,wyoming,NULL,Mountain West,NULL
2021,46098720,Jake Laravia, SF ,NULL,indiana state,wake forest,Missouri Valley,ACC
2021,46035756,Cam Martin, PF ,NULL,kansas,NULL,Big 12,NULL
2021,46035897,John Meeks, SF ,NULL,bucknell,NULL,Patriot League,NULL
2021,46036618,Rifen Miguel, PF ,NULL,ohio,troy,Mid-American,Sun Belt
2021,46057260,Jordan Nesbitt, SF ,NULL,memphis,saint louis,American Athletic,Atlantic 10
2021,46052955,Joel Ntambwe, SF ,NULL,texas tech,NULL,Big 12,NULL
2021,46076978,Camron Reece, SF ,NULL,akron,NULL,Mid-American,NULL
2021,46054988,Demond Robinson, PF ,NULL,murray state,kennesaw state,Ohio Valley,Atlantic Sun
2021,46076811,Chris Spenkuch, PF ,NULL,louisiana,NULL,Sun Belt,NULL
2021,46115345,Michael Steadman, PF ,NULL,montana,massachusetts,Big Sky,Atlantic 10
2021,46055431,Tre Williams, SF ,NULL,indiana state,NULL,Missouri Valley,NULL
2021,36911,A.J. Wilson, SF ,NULL,george mason,NULL,Atlantic 10,NULL
2021,46085056,"Roger ""RJ"" Wilson Jr", PF ,NULL,appalachian state,NULL,Sun Belt,NULL
2021,46085368,Jermaine Hamlin, C ,NULL,illinois,NULL,Big Ten,NULL
2021,46056433,Moussa Cisse, C ,0.9968,memphis,NULL,American Athletic,NULL
2021,46047954,Walker Kessler, C ,0.9923,north carolina,auburn,ACC,SEC
2021,46038385,Will Baker, C ,0.9880,texas,nevada,Big 12,Mountain West
2021,45572927,Aidan Igiehon, C ,0.9794,louisville,NULL,ACC,NULL
2021,36577,Ira Lee, C ,0.9766,arizona,NULL,Pacific-12,NULL
2021,45572850,Qudus Wahab, C ,0.9300,georgetown,maryland,Big East,Big Ten
2021,46048639,Jonathan Aku, C ,0.9264,texas am,NULL,SEC,NULL
2021,84972,Clevon Brown, C ,0.9245,vanderbilt,florida international,SEC,Conference USA
2021,46057210,Martice Mitchell, C ,0.9212,minnesota,NULL,Big Ten,NULL
2021,46085754,Javonte Brown-Ferguson, C ,0.9123,uconn,texas am,Big East,SEC
2021,86140,Ejike Obinna, C ,0.9052,vanderbilt,saint josephs,SEC,Atlantic 10
2021,84693,Josh Carlton, C ,0.8934,uconn,NULL,Big East,NULL
2021,46056997,Robert Jones, C ,0.8800,denver,iowa state,Summit,Big 12
2021,46039715,Emmanuel Okpomo, C ,0.8731,wake forest,temple,ACC,American Athletic
2021,46039758,Charles Coleman, C ,0.8702,east carolina,saint josephs,American Athletic,Atlantic 10
2021,80306,Nysier Brooks, C ,0.8687,miami,ole miss,ACC,SEC
2021,46057209,Sam Freeman, C ,0.8678,minnesota,NULL,Big Ten,NULL
2021,93675,Marcus Santos-Silva, C ,0.8606,texas tech,texas tech,Big 12,Big 12
2021,46037062,Buay Koka, C ,0.8600,tulane,detroit,American Athletic,Horizon
2021,46046198,Joe Hedstrom, C ,0.8600,wisconsin,valparaiso,Big Ten,Missouri Valley
2021,46102026,Chris Osten, C ,0.8228,arizona state,northern illinois,Pacific-12,Mid-American
2021,46083636,Edra Luster, C ,0.7900,east carolina,NULL,American Athletic,NULL
2021,46085170,Quinten Post, C ,NULL,mississippi state,NULL,SEC,NULL
2021,46100934,Liam Robbins, C ,NULL,minnesota,vanderbilt,Big Ten,SEC
2021,46100518,Patrick Tape, C ,NULL,duke,NULL,ACC,NULL
